Street Address,City,State,ZIP Code,Price,Bedrooms,Bathrooms,Square Footage,Property Type,Image_Path
764 Maple Ave,San Jose,CA,95132,1578858,5,1,2346,Single Family,property_images/single_family_images/single_family_473.jpg
4654 Maple Ave,San Jose,CA,95127,1899711,5,2,3069,Single Family,property_images/single_family_images/single_family_474.jpg
5214 Pine St,San Jose,CA,95126,2360085,6,5,4655,Single Family,property_images/single_family_images/single_family_475.jpg
6995 Maple Ave,San Jose,CA,95125,1249560,4,1,2314,Apartment,property_images/apartment_images/apartment_506.jpg
6281 Birch Ln,San Jose,CA,95123,1652976,4,2,2649,Apartment,property_images/apartment_images/apartment_507.jpg
9281 Willow Dr,San Jose,CA,95130,1067520,3,1,1668,Apartment,property_images/apartment_images/apartment_508.jpg
972 Elm St,San Jose,CA,95131,1674162,3,2,2322,Apartment,property_images/apartment_images/apartment_509.jpg
9290 Birch Ln,San Jose,CA,95131,2394075,5,3,3425,Single Family,property_images/single_family_images/single_family_476.jpg
1558 Pine St,San Jose,CA,95125,1033792,4,1,2228,Apartment,property_images/apartment_images/apartment_510.jpg
9789 Elm St,San Jose,CA,95130,923176,4,2,2764,Apartment,property_images/apartment_images/apartment_511.jpg
308 Park Ave,San Jose,CA,95125,2513225,6,3,3515,Single Family,property_images/single_family_images/single_family_477.jpg
861 Pine St,San Jose,CA,95130,1197140,3,2,2380,Apartment,property_images/apartment_images/apartment_512.jpg
5498 Park Ave,San Jose,CA,95123,862365,3,1,1505,Single Family,property_images/single_family_images/single_family_478.jpg
2428 Willow Dr,San Jose,CA,95132,472890,2,1,1433,Apartment,property_images/apartment_images/apartment_513.jpg
6301 Oak St,San Jose,CA,95112,2111196,6,4,4029,Single Family,property_images/single_family_images/single_family_479.jpg
4834 Birch Ln,San Jose,CA,95112,1681680,4,2,2310,Apartment,property_images/apartment_images/apartment_514.jpg
9372 Pine St,San Jose,CA,95129,1960452,6,1,3068,Single Family,property_images/single_family_images/single_family_480.jpg
201 Main St,San Jose,CA,95131,1276618,5,2,2722,Single Family,property_images/single_family_images/single_family_481.jpg
3662 Maple Ave,San Jose,CA,95127,1420794,3,1,1902,Apartment,property_images/apartment_images/apartment_515.jpg
2611 Maple Ave,San Jose,CA,95112,1215249,5,3,3543,Single Family,property_images/single_family_images/single_family_482.jpg
7619 Willow Dr,San Jose,CA,95131,982215,6,1,2847,Single Family,property_images/single_family_images/single_family_483.jpg
272 Park Ave,San Jose,CA,95130,894355,4,1,2323,Single Family,property_images/single_family_images/single_family_484.jpg
1883 Main St,San Jose,CA,95132,550718,1,1,973,Apartment,property_images/apartment_images/apartment_516.jpg
