Street Address,City,State,ZIP Code,Price,Bedrooms,Bathrooms,Square Footage,Property Type,Image_Path,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_5,bedroom_6,bathroom_1,bathroom_2,bathroom_3,bathroom_4,bathroom_5,kitchen,living_room,dining,listing_type
7610 Monterey Hwy,San Jose,CA,95170,"2,800",2,2,1360,Apartment,property_images/apartment_images/apartment_31.jpg,house_detailed_images/bedroom/bed_2.jpg,house_detailed_images/bedroom/bed_74.jpg,,,,,house_detailed_images/bathroom/bath_350.jpg,house_detailed_images/bathroom/bath_309.jpg,,,,house_detailed_images/kitchen/kitchen_143.jpg,house_detailed_images/livingroom/living_11.jpg,,Rent
6156 Muirwood Dr,San Jose,CA,95142,"6,308",5,2,4205,Apartment,property_images/apartment_images/apartment_32.jpg,house_detailed_images/bedroom/bed_90.jpg,house_detailed_images/bedroom/bed_62.jpg,house_detailed_images/bedroom/bed_91.jpg,house_detailed_images/bedroom/bed_28.jpg,house_detailed_images/bedroom/bed_42.jpg,,house_detailed_images/bathroom/bath_2.jpg,house_detailed_images/bathroom/bath_439.jpg,,,,house_detailed_images/kitchen/kitchen_754.jpg,house_detailed_images/livingroom/living_490.jpg,,Rent
8173 Berryessa Rd,San Jose,CA,95142,"6,471",1,4,4314,Single Family,property_images/single_family_images/single_family_25.jpg,house_detailed_images/bedroom/bed_7.jpg,,,,,,house_detailed_images/bathroom/bath_137.jpg,house_detailed_images/bathroom/bath_179.jpg,house_detailed_images/bathroom/bath_393.jpg,house_detailed_images/bathroom/bath_415.jpg,,house_detailed_images/kitchen/kitchen_644.jpg,house_detailed_images/livingroom/living_5.jpg,house_detailed_images/dining/dining_148.jpg,Rent
8606 King Rd,San Jose,CA,95120,"552,800",6,3,1382,Single Family,property_images/single_family_images/single_family_26.jpg,house_detailed_images/bedroom/bed_56.jpg,house_detailed_images/bedroom/bed_44.jpg,house_detailed_images/bedroom/bed_87.jpg,house_detailed_images/bedroom/bed_27.jpg,house_detailed_images/bedroom/bed_94.jpg,house_detailed_images/bedroom/bed_67.jpg,house_detailed_images/bathroom/bath_451.jpg,house_detailed_images/bathroom/bath_122.jpg,house_detailed_images/bathroom/bath_331.jpg,,,house_detailed_images/kitchen/kitchen_422.jpg,house_detailed_images/livingroom/living_68.jpg,house_detailed_images/dining/dining_328.jpg,For Sale
1804 Lelong St,San Jose,CA,95125,"1,347,200",5,3,3368,Single Family,property_images/single_family_images/single_family_27.jpg,house_detailed_images/bedroom/bed_5.jpg,house_detailed_images/bedroom/bed_52.jpg,house_detailed_images/bedroom/bed_18.jpg,house_detailed_images/bedroom/bed_92.jpg,house_detailed_images/bedroom/bed_15.jpg,,house_detailed_images/bathroom/bath_372.jpg,house_detailed_images/bathroom/bath_238.jpg,house_detailed_images/bathroom/bath_126.jpg,,,house_detailed_images/kitchen/kitchen_711.jpg,house_detailed_images/livingroom/living_24.jpg,house_detailed_images/dining/dining_430.jpg,For Sale
5575 El Camino Real,San Jose,CA,95119,"4,356",5,2,2904,Single Family,property_images/single_family_images/single_family_28.jpg,house_detailed_images/bedroom/bed_89.jpg,house_detailed_images/bedroom/bed_19.jpg,house_detailed_images/bedroom/bed_66.jpg,house_detailed_images/bedroom/bed_41.jpg,house_detailed_images/bedroom/bed_20.jpg,,house_detailed_images/bathroom/bath_100.jpg,house_detailed_images/bathroom/bath_465.jpg,,,,house_detailed_images/kitchen/kitchen_98.jpg,house_detailed_images/livingroom/living_223.jpg,house_detailed_images/dining/dining_304.jpg,Rent
6485 McKee Rd,San Jose,CA,95116,"6,070",6,2,4047,Single Family,property_images/single_family_images/single_family_29.jpg,house_detailed_images/bedroom/bed_85.jpg,house_detailed_images/bedroom/bed_68.jpg,house_detailed_images/bedroom/bed_57.jpg,house_detailed_images/bedroom/bed_23.jpg,house_detailed_images/bedroom/bed_54.jpg,house_detailed_images/bedroom/bed_37.jpg,house_detailed_images/bathroom/bath_26.jpg,house_detailed_images/bathroom/bath_253.jpg,,,,house_detailed_images/kitchen/kitchen_65.jpg,house_detailed_images/livingroom/living_320.jpg,house_detailed_images/dining/dining_258.jpg,Rent
4609 Santa Teresa Blvd,San Jose,CA,95156,"7,000",1,1,4939,Apartment,property_images/apartment_images/apartment_33.jpg,house_detailed_images/bedroom/bed_98.jpg,,,,,,house_detailed_images/bathroom/bath_189.jpg,,,,,house_detailed_images/kitchen/kitchen_236.jpg,house_detailed_images/livingroom/living_369.jpg,,Rent
3437 Monterey Hwy,San Jose,CA,95147,"5,662",2,4,3775,Single Family,property_images/single_family_images/single_family_30.jpg,house_detailed_images/bedroom/bed_81.jpg,house_detailed_images/bedroom/bed_21.jpg,,,,,house_detailed_images/bathroom/bath_464.jpg,house_detailed_images/bathroom/bath_459.jpg,house_detailed_images/bathroom/bath_196.jpg,house_detailed_images/bathroom/bath_241.jpg,,house_detailed_images/kitchen/kitchen_550.jpg,house_detailed_images/livingroom/living_58.jpg,house_detailed_images/dining/dining_380.jpg,Rent
9713 Jackson Ave,San Jose,CA,95146,"334,800",1,4,837,Apartment,property_images/apartment_images/apartment_34.jpg,house_detailed_images/bedroom/bed_75.jpg,,,,,,house_detailed_images/bathroom/bath_142.jpg,house_detailed_images/bathroom/bath_366.jpg,house_detailed_images/bathroom/bath_113.jpg,house_detailed_images/bathroom/bath_157.jpg,,house_detailed_images/kitchen/kitchen_706.jpg,house_detailed_images/livingroom/living_332.jpg,,For Sale
8866 Silver Creek Valley Rd,San Jose,CA,95192,"6,324",5,3,4216,Apartment,property_images/apartment_images/apartment_35.jpg,house_detailed_images/bedroom/bed_50.jpg,house_detailed_images/bedroom/bed_80.jpg,house_detailed_images/bedroom/bed_83.jpg,house_detailed_images/bedroom/bed_64.jpg,house_detailed_images/bedroom/bed_59.jpg,,house_detailed_images/bathroom/bath_377.jpg,house_detailed_images/bathroom/bath_365.jpg,house_detailed_images/bathroom/bath_466.jpg,,,house_detailed_images/kitchen/kitchen_814.jpg,house_detailed_images/livingroom/living_268.jpg,,Rent
4647 Santa Teresa Blvd,San Jose,CA,95172,"893,200",5,4,2233,Apartment,property_images/apartment_images/apartment_36.jpg,house_detailed_images/bedroom/bed_26.jpg,house_detailed_images/bedroom/bed_65.jpg,house_detailed_images/bedroom/bed_32.jpg,house_detailed_images/bedroom/bed_30.jpg,house_detailed_images/bedroom/bed_25.jpg,,house_detailed_images/bathroom/bath_266.jpg,house_detailed_images/bathroom/bath_223.jpg,house_detailed_images/bathroom/bath_257.jpg,house_detailed_images/bathroom/bath_492.jpg,,house_detailed_images/kitchen/kitchen_574.jpg,house_detailed_images/livingroom/living_349.jpg,,For Sale
2705 Brophy Ct,San Jose,CA,95112,"5,871",5,4,3914,Apartment,property_images/apartment_images/apartment_37.jpg,house_detailed_images/bedroom/bed_79.jpg,house_detailed_images/bedroom/bed_36.jpg,house_detailed_images/bedroom/bed_40.jpg,house_detailed_images/bedroom/bed_93.jpg,house_detailed_images/bedroom/bed_49.jpg,,house_detailed_images/bathroom/bath_423.jpg,house_detailed_images/bathroom/bath_180.jpg,house_detailed_images/bathroom/bath_468.jpg,house_detailed_images/bathroom/bath_255.jpg,,house_detailed_images/kitchen/kitchen_190.jpg,house_detailed_images/livingroom/living_411.jpg,,Rent
5845 McKee Rd,San Jose,CA,95140,"5,100",4,2,3400,Single Family,property_images/single_family_images/single_family_31.jpg,house_detailed_images/bedroom/bed_13.jpg,house_detailed_images/bedroom/bed_82.jpg,house_detailed_images/bedroom/bed_29.jpg,house_detailed_images/bedroom/bed_51.jpg,,,house_detailed_images/bathroom/bath_265.jpg,house_detailed_images/bathroom/bath_370.jpg,,,,house_detailed_images/kitchen/kitchen_165.jpg,house_detailed_images/livingroom/living_162.jpg,house_detailed_images/dining/dining_266.jpg,Rent
8533 Fairway Drive,San Jose,CA,95198,"3,240",1,2,2160,Single Family,property_images/single_family_images/single_family_32.jpg,house_detailed_images/bedroom/bed_43.jpg,,,,,,house_detailed_images/bathroom/bath_83.jpg,house_detailed_images/bathroom/bath_254.jpg,,,,house_detailed_images/kitchen/kitchen_775.jpg,house_detailed_images/livingroom/living_422.jpg,house_detailed_images/dining/dining_46.jpg,Rent
6230 Jackson Ave,San Jose,CA,95197,"883,600",5,3,2209,Single Family,property_images/single_family_images/single_family_33.jpg,house_detailed_images/bedroom/bed_22.jpg,house_detailed_images/bedroom/bed_46.jpg,house_detailed_images/bedroom/bed_8.jpg,house_detailed_images/bedroom/bed_39.jpg,house_detailed_images/bedroom/bed_63.jpg,,house_detailed_images/bathroom/bath_172.jpg,house_detailed_images/bathroom/bath_198.jpg,house_detailed_images/bathroom/bath_107.jpg,,,house_detailed_images/kitchen/kitchen_645.jpg,house_detailed_images/livingroom/living_294.jpg,house_detailed_images/dining/dining_90.jpg,For Sale
2596 Almaden Rd,San Jose,CA,95198,"4,162",4,1,2775,Apartment,property_images/apartment_images/apartment_38.jpg,house_detailed_images/bedroom/bed_97.jpg,house_detailed_images/bedroom/bed_95.jpg,house_detailed_images/bedroom/bed_69.jpg,house_detailed_images/bedroom/bed_84.jpg,,,house_detailed_images/bathroom/bath_8.jpg,,,,,house_detailed_images/kitchen/kitchen_60.jpg,house_detailed_images/livingroom/living_375.jpg,,Rent
3188 Fairway Drive,San Jose,CA,95187,"2,800",1,3,810,Single Family,property_images/single_family_images/single_family_34.jpg,house_detailed_images/bedroom/bed_3.jpg,,,,,,house_detailed_images/bathroom/bath_69.jpg,house_detailed_images/bathroom/bath_285.jpg,house_detailed_images/bathroom/bath_67.jpg,,,house_detailed_images/kitchen/kitchen_208.jpg,house_detailed_images/livingroom/living_94.jpg,house_detailed_images/dining/dining_334.jpg,Rent
2990 Santa Teresa Blvd,San Jose,CA,95176,"382,400",1,1,956,Apartment,property_images/apartment_images/apartment_39.jpg,house_detailed_images/bedroom/bed_61.jpg,,,,,,house_detailed_images/bathroom/bath_421.jpg,,,,,house_detailed_images/kitchen/kitchen_567.jpg,house_detailed_images/livingroom/living_300.jpg,,For Sale
9514 Jackson Ave,San Jose,CA,95175,"2,960",4,1,1973,Apartment,property_images/apartment_images/apartment_40.jpg,house_detailed_images/bedroom/bed_71.jpg,house_detailed_images/bedroom/bed_12.jpg,house_detailed_images/bedroom/bed_55.jpg,house_detailed_images/bedroom/bed_58.jpg,,,house_detailed_images/bathroom/bath_283.jpg,,,,,house_detailed_images/kitchen/kitchen_271.jpg,house_detailed_images/livingroom/living_315.jpg,,Rent
4458 Jackson Ave,San Jose,CA,95110,"3,330",4,3,2220,Apartment,property_images/apartment_images/apartment_41.jpg,house_detailed_images/bedroom/bed_88.jpg,house_detailed_images/bedroom/bed_4.jpg,house_detailed_images/bedroom/bed_16.jpg,house_detailed_images/bedroom/bed_53.jpg,,,house_detailed_images/bathroom/bath_402.jpg,house_detailed_images/bathroom/bath_341.jpg,house_detailed_images/bathroom/bath_392.jpg,,,house_detailed_images/kitchen/kitchen_243.jpg,house_detailed_images/livingroom/living_38.jpg,,Rent
9269 Piedmont Rd,San Jose,CA,95157,"852,400",4,4,2131,Apartment,property_images/apartment_images/apartment_42.jpg,house_detailed_images/bedroom/bed_31.jpg,house_detailed_images/bedroom/bed_1.jpg,house_detailed_images/bedroom/bed_35.jpg,house_detailed_images/bedroom/bed_99.jpg,,,house_detailed_images/bathroom/bath_164.jpg,house_detailed_images/bathroom/bath_477.jpg,house_detailed_images/bathroom/bath_30.jpg,house_detailed_images/bathroom/bath_353.jpg,,house_detailed_images/kitchen/kitchen_1.jpg,house_detailed_images/livingroom/living_377.jpg,,For Sale
9462 Monterey Hwy,San Jose,CA,95186,"4,664",2,4,3109,Single Family,property_images/single_family_images/single_family_35.jpg,house_detailed_images/bedroom/bed_70.jpg,house_detailed_images/bedroom/bed_77.jpg,,,,,house_detailed_images/bathroom/bath_363.jpg,house_detailed_images/bathroom/bath_175.jpg,house_detailed_images/bathroom/bath_169.jpg,house_detailed_images/bathroom/bath_329.jpg,,house_detailed_images/kitchen/kitchen_149.jpg,house_detailed_images/livingroom/living_289.jpg,house_detailed_images/dining/dining_163.jpg,Rent
9571 McKee Rd,San Jose,CA,95185,"1,466,400",3,1,3666,Apartment,property_images/apartment_images/apartment_43.jpg,house_detailed_images/bedroom/bed_76.jpg,house_detailed_images/bedroom/bed_24.jpg,house_detailed_images/bedroom/bed_60.jpg,,,,house_detailed_images/bathroom/bath_498.jpg,,,,,house_detailed_images/kitchen/kitchen_181.jpg,house_detailed_images/livingroom/living_487.jpg,,For Sale
5720 Tully Rd,San Jose,CA,95197,"483,600",2,3,1209,Apartment,property_images/apartment_images/apartment_44.jpg,house_detailed_images/bedroom/bed_48.jpg,house_detailed_images/bedroom/bed_72.jpg,,,,,house_detailed_images/bathroom/bath_236.jpg,house_detailed_images/bathroom/bath_184.jpg,house_detailed_images/bathroom/bath_47.jpg,,,house_detailed_images/kitchen/kitchen_254.jpg,house_detailed_images/livingroom/living_331.jpg,,For Sale
1398 Piedmont Rd,San Jose,CA,95151,"328,800",1,1,822,Apartment,property_images/apartment_images/apartment_45.jpg,house_detailed_images/bedroom/bed_78.jpg,,,,,,house_detailed_images/bathroom/bath_258.jpg,,,,,house_detailed_images/kitchen/kitchen_263.jpg,house_detailed_images/livingroom/living_216.jpg,,For Sale
8009 Berryessa Rd,San Jose,CA,95198,"7,000",3,3,4945,Single Family,property_images/single_family_images/single_family_36.jpg,house_detailed_images/bedroom/bed_45.jpg,house_detailed_images/bedroom/bed_17.jpg,house_detailed_images/bedroom/bed_11.jpg,,,,house_detailed_images/bathroom/bath_443.jpg,house_detailed_images/bathroom/bath_123.jpg,house_detailed_images/bathroom/bath_205.jpg,,,house_detailed_images/kitchen/kitchen_700.jpg,house_detailed_images/livingroom/living_209.jpg,house_detailed_images/dining/dining_414.jpg,Rent
7071 Blossom Hill Road,San Jose,CA,95179,"4,918",3,3,3279,Apartment,property_images/apartment_images/apartment_46.jpg,house_detailed_images/bedroom/bed_73.jpg,house_detailed_images/bedroom/bed_86.jpg,house_detailed_images/bedroom/bed_14.jpg,,,,house_detailed_images/bathroom/bath_148.jpg,house_detailed_images/bathroom/bath_93.jpg,house_detailed_images/bathroom/bath_13.jpg,,,house_detailed_images/kitchen/kitchen_318.jpg,house_detailed_images/livingroom/living_474.jpg,,Rent
6303 Muirwood Dr,San Jose,CA,95178,"784,000",6,4,1960,Single Family,property_images/single_family_images/single_family_37.jpg,house_detailed_images/bedroom/bed_6.jpg,house_detailed_images/bedroom/bed_96.jpg,house_detailed_images/bedroom/bed_38.jpg,house_detailed_images/bedroom/bed_34.jpg,house_detailed_images/bedroom/bed_10.jpg,house_detailed_images/bedroom/bed_9.jpg,house_detailed_images/bathroom/bath_6.jpg,house_detailed_images/bathroom/bath_183.jpg,house_detailed_images/bathroom/bath_40.jpg,house_detailed_images/bathroom/bath_237.jpg,,house_detailed_images/kitchen/kitchen_713.jpg,house_detailed_images/livingroom/living_402.jpg,house_detailed_images/dining/dining_131.jpg,For Sale
9720 Mabury Rd,San Jose,CA,95113,"6,974",3,2,4649,Apartment,property_images/apartment_images/apartment_47.jpg,house_detailed_images/bedroom/bed_100.jpg,house_detailed_images/bedroom/bed_47.jpg,house_detailed_images/bedroom/bed_33.jpg,,,,house_detailed_images/bathroom/bath_119.jpg,house_detailed_images/bathroom/bath_99.jpg,,,,house_detailed_images/kitchen/kitchen_852.jpg,house_detailed_images/livingroom/living_71.jpg,,Rent
7391 Muirwood Dr,San Jose,CA,95149,"5,940",3,3,3960,Apartment,property_images/apartment_images/apartment_48.jpg,house_detailed_images/bedroom/bed_2.jpg,house_detailed_images/bedroom/bed_74.jpg,house_detailed_images/bedroom/bed_90.jpg,,,,house_detailed_images/bathroom/bath_220.jpg,house_detailed_images/bathroom/bath_410.jpg,house_detailed_images/bathroom/bath_269.jpg,,,house_detailed_images/kitchen/kitchen_951.jpg,house_detailed_images/livingroom/living_283.jpg,,Rent
7927 Pomeroy Ave,San Jose,CA,95141,"5,780",1,1,3853,Single Family,property_images/single_family_images/single_family_38.jpg,house_detailed_images/bedroom/bed_62.jpg,,,,,,house_detailed_images/bathroom/bath_200.jpg,,,,,house_detailed_images/kitchen/kitchen_989.jpg,house_detailed_images/livingroom/living_202.jpg,house_detailed_images/dining/dining_306.jpg,Rent
6595 Berryessa Rd,San Jose,CA,95157,"6,342",6,4,4228,Apartment,property_images/apartment_images/apartment_49.jpg,house_detailed_images/bedroom/bed_91.jpg,house_detailed_images/bedroom/bed_28.jpg,house_detailed_images/bedroom/bed_42.jpg,house_detailed_images/bedroom/bed_7.jpg,house_detailed_images/bedroom/bed_56.jpg,house_detailed_images/bedroom/bed_44.jpg,house_detailed_images/bathroom/bath_301.jpg,house_detailed_images/bathroom/bath_246.jpg,house_detailed_images/bathroom/bath_158.jpg,house_detailed_images/bathroom/bath_401.jpg,,house_detailed_images/kitchen/kitchen_177.jpg,house_detailed_images/livingroom/living_424.jpg,,Rent
9271 Piedmont Rd,San Jose,CA,95186,"6,171",1,3,4114,Single Family,property_images/single_family_images/single_family_39.jpg,house_detailed_images/bedroom/bed_87.jpg,,,,,,house_detailed_images/bathroom/bath_316.jpg,house_detailed_images/bathroom/bath_120.jpg,house_detailed_images/bathroom/bath_484.jpg,,,house_detailed_images/kitchen/kitchen_945.jpg,house_detailed_images/livingroom/living_379.jpg,house_detailed_images/dining/dining_156.jpg,Rent
4303 El Camino Real,San Jose,CA,95175,"6,760",6,3,4507,Single Family,property_images/single_family_images/single_family_40.jpg,house_detailed_images/bedroom/bed_27.jpg,house_detailed_images/bedroom/bed_94.jpg,house_detailed_images/bedroom/bed_67.jpg,house_detailed_images/bedroom/bed_5.jpg,house_detailed_images/bedroom/bed_52.jpg,house_detailed_images/bedroom/bed_18.jpg,house_detailed_images/bathroom/bath_438.jpg,house_detailed_images/bathroom/bath_225.jpg,house_detailed_images/bathroom/bath_146.jpg,,,house_detailed_images/kitchen/kitchen_504.jpg,house_detailed_images/livingroom/living_288.jpg,house_detailed_images/dining/dining_74.jpg,Rent
1456 McLaughlin Ave,San Jose,CA,95183,"3,494",5,4,2329,Single Family,property_images/single_family_images/single_family_41.jpg,house_detailed_images/bedroom/bed_92.jpg,house_detailed_images/bedroom/bed_15.jpg,house_detailed_images/bedroom/bed_89.jpg,house_detailed_images/bedroom/bed_19.jpg,house_detailed_images/bedroom/bed_66.jpg,,house_detailed_images/bathroom/bath_463.jpg,house_detailed_images/bathroom/bath_420.jpg,house_detailed_images/bathroom/bath_446.jpg,house_detailed_images/bathroom/bath_495.jpg,,house_detailed_images/kitchen/kitchen_912.jpg,house_detailed_images/livingroom/living_77.jpg,house_detailed_images/dining/dining_130.jpg,Rent
5800 El Camino Real,San Jose,CA,95125,"2,800",5,3,1465,Apartment,property_images/apartment_images/apartment_50.jpg,house_detailed_images/bedroom/bed_41.jpg,house_detailed_images/bedroom/bed_20.jpg,house_detailed_images/bedroom/bed_85.jpg,house_detailed_images/bedroom/bed_68.jpg,house_detailed_images/bedroom/bed_57.jpg,,house_detailed_images/bathroom/bath_161.jpg,house_detailed_images/bathroom/bath_338.jpg,house_detailed_images/bathroom/bath_342.jpg,,,house_detailed_images/kitchen/kitchen_398.jpg,house_detailed_images/livingroom/living_221.jpg,,Rent
